"281470723049380","281470723049383","IT","Italy","Veneto","Luca","46.009270","12.361120","41013","+02:00","Magic Pneus snc di Bottazzi Luca & C.","telecomitalia.it","COMP","39","00438","ITXX0169","Vitoria Veneto"
"281470723067200","281470723067207","IT","Italy","Lombardia","Milan","45.464336","9.188547","20131","+02:00","Telecom Italia S.p.A.","telecomitalia.it","DSL","39","002","ITXX0042","Milan"
"281470723088708","281470723088711","IT","Italy","Puglia","Bari","41.117730","16.851180","70126","+02:00","SMG S.r.l.","telecomitalia.it","COMP","39","0080","ITXX0003","Bari"
"281470723101080","281470723101087","IT","Italy","Sardegna","Cagliari","39.207284","9.134422","09126","+02:00","Telecom Italia S.p.A.","telecomitalia.it","DSL","39","0070","ITXX0010","Cagliari"
"281470723114504","281470723114511","IT","Italy","Veneto","Sona","45.438780","10.825480","37060","+02:00","Traconf SRL","traconf.it","COMP","39","0045","ITXX0091","Verona/Villafranca"
"281470723142328","281470723142335","IT","Italy","Friuli-Venezia Giulia","Valle","46.156960","13.393500","33040","+02:00","A.S.P. Distretto Cesena Valle Savio","telecomitalia.it","COMP","39","00432","ITXX0163","Udine"
"281470723184384","281470723184639","GB","United Kingdom of Great Britain and Northern Ireland","England","Newbiggin-by-the-Sea","55.185320","-1.514690","NE64","+01:00","SKY UK Limited","sky.com","DSL","44","01670","UKXX0589","Ashington"
"281470724009472","281470724009983","KZ","Kazakhstan","Astana","Astana","51.180100","71.445980","020000","+05:00","JSC Kazakhtelecom","telecom.kz","DSL","7","0717","KZXX0002","Aqmola"
"281470724108032","281470724108287","KZ","Kazakhstan","Almaty oblysy","Turgen","43.400560","77.593330","040461","+05:00","Metro Ethernet Network","connect.net.pk","DSL","7","0727","KZXX0009","Talghar"
"281470724201712","281470724201731","KZ","Kazakhstan","Ulytau oblysy","Kazakhstan","48.516670","66.766670","100700","+05:00","JSC Kazakhtelecom","telecom.kz","DSL","7","0710","KZXX0030","Zhezkazgan"
"281470724275200","281470724275455","ES","Spain","Catalunya","Barcelona","41.388790","2.158790","08036","+02:00","Telefonica de Espana Sau","telefonica.com","DSL","34","0934","SPXX0015","Barcelona"
"281470724655616","281470724655871","ES","Spain","Andalucia","Huercal-Overa","37.388970","-1.945360","04693","+02:00","Telefonica de Espana Sau","telefonica.com","DSL","34","0950","SPXX0109","Lorca"
"281470725075456","281470725075711","NO","Norway","Innlandet","Loten","60.817120","11.337560","2341","+02:00","Telenor Norge AS","telenor.net","DSL","47","062","NOXX0029","Oslo"
"281470725807104","281470725807871","DE","Germany","Nordrhein-Westfalen","Bonn","50.734479","7.095081","53227","+02:00","Telekom Deutschland GmbH","telekom.de","DSL","49","0228","GMXX0010","Bonn"
"281470727283200","281470727283455","IR","Iran (Islamic Republic of)","Markazi","Saveh","35.021300","50.356600","39116-15115","+03:30","Iran Information Technology Company PJSC","itc.ir","DSL","98","086","IRXX0004","Eslamshahr"
"281470727796480","281470727796735","IR","Iran (Islamic Republic of)","Tehran","Tehran","35.694240","51.421310","11369-13111","+03:30","Iran Information Technology Company PJSC","itc.ir","DSL","98","021","IRXX0018","Tehran"
"281470728364288","281470728364799","IT","Italy","Umbria","Passignano sul Trasimeno","43.194140","12.129250","06065","+02:00","Telecom Italia Mobile","tim.it","DSL","39","0075","ITXX0136","Perugia"
"281470728729600","281470728729855","DE","Germany","Baden-Wurttemberg","Stuttgart","48.782536","9.176995","70174","+02:00","Vodafone GmbH","vodafone.de","DSL","49","0711","GMXX0128","Stuttgart"
"281470728903120","281470728903143","DE","Germany","Sachsen-Anhalt","Platz","52.738470","11.886690","39596","+02:00","Vodafone GmbH","vodafone.de","DSL","49","039388","GMXX0237","Wittenberge"
"281470728918624","281470728918639","DE","Germany","Hessen","Frankfurt am Main","50.110880","8.681996","65931","+02:00","Interxion Deutschland GmbH","interxion.com","T1","49","069","GMXX0040","Frankfurt/Main"
"281470729044992","281470729045247","DE","Germany","Bayern","Immenstadt im Allgau","47.559960","10.213940","87509","+02:00","Telefonica Germany GmbH & Co. OHG","telefonica.de","DSL","49","08323","GMXX0159","Kempten"
"281470729390336","281470729390591","DE","Germany","Hamburg","Hamburg","53.575254","10.014778","22085","+02:00","Telefonica Germany GmbH & Co. OHG","telefonica.de","DSL","49","040","GMXX0049","Hamburg"
"281470730011904","281470730012159","IT","Italy","Veneto","Verona","45.434122","10.997721","37142","+02:00","Fastweb SpA","fastweb.it","DSL","39","0045","ITXX0087","Verona"
"281470730248116","281470730248119","IT","Italy","Lombardia","Milan","45.464336","9.188547","20131","+02:00","Fondazione Casa di Carita Arti E Mestieri Onlus","fastwebnet.it","COMP","39","002","ITXX0042","Milan"
"281470730257616","281470730257623","IT","Italy","Lazio","Alatri","41.730620","13.340200","03011","+02:00","Banca Popolare del Frusinate Societa Cooperativa","bancapopolaredelfrisinate.it","COMP","39","00775","ITXX0030","Frosinone"
"281470730266744","281470730266751","IT","Italy","Liguria","Genova","44.406394","8.933719","16159","+02:00","Safe Network-001","fastweb.it","DSL","39","0010","ITXX0031","Genoa"
"281470730276328","281470730276335","IT","Italy","Lombardia","Milan","45.464336","9.188547","20131","+02:00","New Step SRL","fastwebnet.it","COMP","39","002","ITXX0042","Milan"
"281470730284360","281470730284367","IT","Italy","Lombardia","Rodengo-Saiano","45.599580","10.107160","25050","+02:00","Brics Industria Valigeria Fine","fastwebnet.it","COMP","39","0030","ITXX0008","Brescia"
"281470730302864","281470730302871","IT","Italy","Lombardia","Carate Brianza","45.673680","9.235940","20841","+02:00","Assicurazioni Bordoni di Bordoni Pierluigi E C.","fastwebnet.it","COMP","39","00362","ITXX0049","Monza"
"281470730318404","281470730318407","IT","Italy","Emilia-Romagna","San Giovanni","44.850000","10.866670","42047","+02:00","Vodafone Enterprise Italy","fastweb.it","DSL","39","00522","ITXX0013","Carpi"
"281470730323904","281470730323907","IT","Italy","Veneto","Oderzo","45.780000","12.488060","31046","+02:00","WEP","western-energy.com","COMP","39","00422","ITXX0135","Pordenone"
"281470731014608","281470731014615","IT","Italy","Lazio","Rome","41.894253","12.484253","00135","+02:00","C.E.B.A.T.","cebat.com","COMP","39","006","ITXX0067","Rome"
"281470731356416","281470731356671","DE","Germany","Sachsen-Anhalt","Nachterstedt","51.800810","11.334890","06467","+02:00","Telefonica Germany GmbH & Co. OHG","telefonica.de","DSL","49","034741","GMXX0092","Nienburg"
"281470732074715","281470732074715","BE","Belgium","Brussels Hoofdstedelijk Gewest","Brussels","50.850406","4.348789","1210","+02:00","Arelion Sweden AB","arelion.com","T1","32","02","BEXX0005","Brussels"
"281470743595264","281470743599359","HK","Hong Kong","Hong Kong","Hong Kong","22.285520","114.157690","-","+08:00","Amazon.com Inc.","amazon.com","T1","852","02522","CHXX0049","Hong Kong"
"281470748873890","281470748873892","US","United States of America","Georgia","Atlanta","33.748795","-84.387543","30383","-04:00","Level 3 Communications Inc.","level3.com","T1","1","404","USGA0028","Atlanta"
"281470748928443","281470748928444","US","United States of America","New York","New York City","40.713192","-74.006065","10001","-04:00","Level 3 Communications Inc.","level3.com","T1","1","212/646/718/917","USNY0996","New York"
"281470748947293","281470748947294","CA","Canada","Ontario","Toronto","43.653661","-79.382924","M3B 0A3","-04:00","Level 3 Communications Inc.","level3.com","T1","1","416","CAXX0504","Toronto"
"281470748964051","281470748964052","US","United States of America","Georgia","Atlanta","33.748795","-84.387543","30383","-04:00","Level 3 Communications Inc.","level3.com","T1","1","404","USGA0028","Atlanta"
"281470749130752","281470749130864","US","United States of America","Arizona","Phoenix","33.448232","-112.074054","85003","-07:00","Level 3 Communications Inc.","level3.com","T1","1","602","USAZ0166","Phoenix"
"281470749344177","281470749344177","US","United States of America","Tennessee","Nashville","36.166290","-86.784440","37219","-05:00","Level 3 Communications Inc.","level3.com","T1","1","615","USTN0357","Nashville"
"281470749780513","281470749780514","US","United States of America","California","Los Angeles","34.052571","-118.243907","90013","-07:00","Level 3 Communications Inc.","level3.com","T1","1","213/310/424/323/805/818","USCA0638","Los Angeles"
"281470749823759","281470749823768","US","United States of America","Illinois","Chicago","41.875772","-87.620606","60608","-05:00","Level 3 Communications Inc.","level3.com","T1","1","312/773","USIL0225","Chicago"
"281470749887171","281470749887209","US","United States of America","Missouri","Kansas City","39.099730","-94.578570","64106","-05:00","Level 3 Communications Inc.","level3.com","T1","1","816/913","USMO0460","Kansas City"
"281470749924043","281470749924044","US","United States of America","Pennsylvania","Philadelphia","39.952340","-75.163790","19176","-04:00","Level 3 Communications Inc.","level3.com","T1","1","215","USPA1276","Philadelphia"
"281470749988905","281470749988906","US","United States of America","Texas","Dallas","32.783060","-96.806500","75270","-05:00","Level 3 Communications Inc.","level3.com","T1","1","214/469","USTX0327","Dallas"
"281470750135393","281470750135394","US","United States of America","Arizona","Phoenix","33.448232","-112.074054","85003","-07:00","Level 3 Communications Inc.","level3.com","T1","1","602","USAZ0166","Phoenix"
"281470750396576","281470750397183","US","United States of America","Georgia","Atlanta","33.748795","-84.387543","30383","-04:00","Level 3 Communications Inc.","level3.com","T1","1","404","USGA0028","Atlanta"
"281470750445539","281470750445540","US","United States of America","Georgia","Atlanta","33.748795","-84.387543","30383","-04:00","Level 3 Communications Inc.","level3.com","T1","1","404","USGA0028","Atlanta"
"281470750479617","281470750479617","US","United States of America","Ohio","Cleveland","41.499227","-81.695855","44114","-04:00","Level 3 Communications Inc.","level3.com","T1","1","216/440","USOH0195","Cleveland"
"281470750493889","281470750493889","US","United States of America","Georgia","Atlanta","33.748795","-84.387543","30383","-04:00","Level 3 Communications Inc.","level3.com","T1","1","404","USGA0028","Atlanta"
"281470750499519","281470750499528","US","United States of America","North Carolina","Charlotte","35.227090","-80.843130","28263","-04:00","Level 3 Communications Inc.","level3.com","T1","1","704","USNC0121","Charlotte"
"281470750520433","281470750520433","US","United States of America","Texas","Dallas","32.783060","-96.806500","75270","-05:00","Level 3 Communications Inc.","level3.com","T1","1","214/469","USTX0327","Dallas"
"281470750843675","281470750843728","US","United States of America","District of Columbia","Washington","38.895390","-77.039476","56944","-04:00","Level 3 Communications Inc.","level3.com","T1","1","202","USDC0001","Washington"
"281470750933609","281470750933610","US","United States of America","California","San Francisco","37.774930","-122.419420","94199","-07:00","Level 3 Communications Inc.","level3.com","T1","1","415","USCA0987","San Francisco"
"281470751047522","281470751047524","US","United States of America","Texas","San Antonio","29.424120","-98.493730","78205","-05:00","Level 3 Communications Inc.","level3.com","T1","1","210","USTX1200","San Antonio"
"281470751176374","281470751176374","US","United States of America","Illinois","Chicago","41.875772","-87.620606","60608","-05:00","Level 3 Communications Inc.","level3.com","T1","1","312/773","USIL0225","Chicago"
"281470751287569","281470751287570","US","United States of America","Washington","Seattle","47.604309","-122.329845","98164","-07:00","Level 3 Communications Inc.","level3.com","T1","1","206","USWA0395","Seattle"
"281470751435776","281470751436799","US","United States of America","Illinois","Chicago","41.875772","-87.620606","60608","-05:00","Level 3 Communications Inc.","level3.com","T1","1","312/773","USIL0225","Chicago"
"281470751653200","281470751653215","US","United States of America","Washington","Kirkland","47.681530","-122.208434","98034","-07:00","Hulabee Entertainment Inc","hulabee.com","T1","1","206/425","USWA0210","Kirkland"
"281470752085393","281470752085394","US","United States of America","Arkansas","Little Rock","34.746480","-92.289590","72201","-05:00","Level 3 Communications Inc.","level3.com","T1","1","501","USAR0336","Little Rock"
"281470752667526","281470752667526","US","United States of America","North Carolina","Charlotte","35.227090","-80.843130","28263","-04:00","Level 3 Communications Inc.","level3.com","T1","1","704","USNC0121","Charlotte"
"281470753312726","281470753312727","ZA","South Africa","Western Cape","Cape Town","-33.925552","18.422857","8160","+02:00","Level 3 Communications Inc.","level3.com","T1","27","021","SFXX0010","Cape Town"
"281470753326769","281470753326770","CA","Canada","Ontario","Toronto","43.653661","-79.382924","M3B 0A3","-04:00","Level 3 Communications Inc.","level3.com","T1","1","416","CAXX0504","Toronto"
"281470753359616","281470753359616","US","United States of America","Louisiana","Monroe","32.524505","-92.128516","71203","-05:00","Level 3 Communications Inc.","level3.com","T1","1","318","USLA0319","Monroe"
"281470753412997","281470753412998","US","United States of America","Michigan","Detroit","42.331430","-83.045750","48226","-04:00","Level 3 Communications Inc.","level3.com","T1","1","248/313/586","USMI0229","Detroit"
"281470753426959","281470753426961","US","United States of America","District of Columbia","Washington","38.895390","-77.039476","56944","-04:00","Level 3 Communications Inc.","level3.com","T1","1","202","USDC0001","Washington"
"281470753432107","281470753432112","US","United States of America","Georgia","Atlanta","33.748795","-84.387543","30383","-04:00","Level 3 Communications Inc.","level3.com","T1","1","404","USGA0028","Atlanta"
"281470753513465","281470753513465","US","United States of America","Utah","Salt Lake City","40.760780","-111.891050","84101","-06:00","Level 3 Communications Inc.","level3.com","T1","1","801","USUT0225","Salt Lake City"
"281470754047744","281470754048511","US","United States of America","Georgia","Atlanta","33.748795","-84.387543","30383","-04:00","Level 3 Communications Inc.","level3.com","T1","1","404","USGA0028","Atlanta"
"281470765718992","281470765719423","DE","Germany","Hessen","Frankfurt am Main","50.110880","8.681996","60388","+02:00","meerfarbig GmbH & Co. KG","meerfarbig.net","T1","49","069","GMXX0040","Frankfurt/Main"
"281470766123184","281470766123191","DE","Germany","Niedersachsen","Wiesmoor","53.416670","7.733330","26639","+02:00","CBC Reha-fachmarkt GmbH","telefonica.de","COMP","49","04944","GMXX0200","Jever"
"281470766140040","281470766140047","DE","Germany","Nordrhein-Westfalen","Raderberg","50.907310","6.958210","50968","+02:00","Architekturburo Paul Bohm GmbH","telefonica.de","COMP","49","0221","GMXX0018","Cologne"
"281470766148864","281470766148871","DE","Germany","Hessen","Wiesbaden","50.082321","8.249380","65183","+02:00","This Space is Statically Assigned","vodafone.com","DSL","49","0611","GMXX0138","Wiesbaden"
"281470766185068","281470766185071","IT","Italy","Emilia-Romagna","Reno","44.537310","10.186450","43028","+02:00","UNIDATA S.p.A.","uni.it","DSL","39","00521","ITXX0134","Passo Della Cisa"
"281470766273808","281470766273815","DE","Germany","Sachsen","Falkenstein","50.477850","12.371563","08223","+02:00","AllBytes GmbH","allbytes.de","T1","49","03745","GMXX0261","Plauen"
"281470766353750","281470766353767","ZA","South Africa","Western Cape","Cape Town","-33.925552","18.422857","8160","+02:00","LiquidTelecom","liquidtelecom.com","DSL","27","021","SFXX0010","Cape Town"
"281470767047168","281470767047423","OM","Oman","Shamal al Batinah","Shinas","24.743330","56.465830","324","+04:00","Omani Qatari Telecommunication Company SAOC","ooredoo.om","DSL","968","026","MUXX0006","Sohar Majis"
"281470767501056","281470767501311","IL","Israel","HaMerkaz","Even Yehuda","32.266670","34.883330","40500","+03:00","Hot-Net Internet Services Ltd.","hot.net.il","DSL","972","09","ISXX0015","Netanya"
"281470768051456","281470768052735","OM","Oman","Masqat","Muscat","23.613330","58.593330","789","+04:00","Oman Telecommunications Company (S.A.O.G)","omantel.om","DSL","968","09284","MUXX0002","Matrah"
"281470768199888","281470768200015","FR","France","Hauts-de-France","Roubaix","50.693712","3.174439","59100","+02:00","OVH SAS","ovh.com","T1","33","03","FRXX0084","Roubaix"
"281470768374272","281470768374527","SA","Saudi Arabia","Jazan","Samitah","16.596010","42.944350","82545","+03:00","Saudi Telecom Company JSC","stc.com.sa","DSL","966","017","SAXX0040","Gizan"
"281470768715520","281470768716031","TR","Turkiye","Manisa","Turgutlu","38.495330","27.699700","45400","+03:00","TT Mobil Iletisim Hizmetleri A.S","turktelekom.com.tr","DSL","90","0236","TUXX0026","Torbali"
"281470769098496","281470769098751","IR","Iran (Islamic Republic of)","Tehran","Tehran","35.694240","51.421310","11369-13111","+03:30","Mobile Communication Company of Iran Plc","mci.ir","DSL","98","021","IRXX0018","Tehran"
"281470769333698","281470769333698","NL","Netherlands (Kingdom of the)","Noord-Holland","Amsterdam","52.378502","4.899980","1000","+02:00","Aria Web Development LLC","ariawebco.net","T1","31","020","NLXX0002","Amsterdam"
"281470769705472","281470769705727","US","United States of America","Georgia","Atlanta","33.748795","-84.387543","30383","-04:00","NortonLifeLock Ireland Limited","nortonlifelock.com","T1","1","404","USGA0028","Atlanta"
"281470769785600","281470769785603","KZ","Kazakhstan","Turkistan oblysy","Turkestan","43.333330","68.250000","161200","+05:00","PS 6","psychz.net","T1","7","0725","KZXX0047","Turkestan"
"281470769943552","281470769944575","GB","United Kingdom of Great Britain and Northern Ireland","England","Birmingham","52.481420","-1.899830","B3","+01:00","SKY UK Limited","sky.com","DSL","44","0121","UKXX0018","Birmingham"
"281470770272000","281470770272255","GB","United Kingdom of Great Britain and Northern Ireland","Scotland","Glasgow","55.865150","-4.257630","G2","+01:00","SKY UK Limited","sky.com","DSL","44","0141","UKXX0061","Glasgow"
"281470770971392","281470770971647","GB","United Kingdom of Great Britain and Northern Ireland","England","Market Drayton","52.905380","-2.490120","TF9","+01:00","British Telecommunications Plc","bt.com","DSL","44","01630","UKXX0818","Newcastle-under-Lyme"
"281470771526400","281470771526655","IT","Italy","Calabria","Catanzaro","38.890354","16.598205","88100","+02:00","Vodafone Italia S.p.A.","vodafone.it","DSL","39","00961","ITXX0116","Catanzaro"
"281470771921320","281470771921327","IT","Italy","Lombardia","Albizzate","45.729170","8.801630","21041","+02:00","Cooperativa la Familiare SRL","telecomitalia.it","COMP","39","00331","ITXX0082","Varese"
"281470771938780","281470771938783","IT","Italy","Trentino-Alto Adige","Trento","46.067658","11.121181","38100","+02:00","Sistema Contabilita' SAS di Detassis M.","telecomitalia.it","COMP","39","00461","ITXX0078","Trento"
"281470771948648","281470771948655","IT","Italy","Veneto","Padova","45.415367","11.881701","35100","+02:00","Spamisrl","telecomitalia.it","COMP","39","0049","ITXX0054","Padova"
"281470771966600","281470771966607","IT","Italy","Lombardia","Milan","45.464336","9.188547","20131","+02:00","Telecom Italia S.p.A.","telecomitalia.it","DSL","39","002","ITXX0042","Milan"
"281470771984976","281470771984983","IT","Italy","Lombardia","Milan","45.464336","9.188547","20131","+02:00","Telecom Italia S.p.A.","telecomitalia.it","DSL","39","002","ITXX0042","Milan"
"281470772033312","281470772033339","IT","Italy","Lombardia","Milan","45.464336","9.188547","20131","+02:00","Telecom Italia S.p.A.","telecomitalia.it","DSL","39","002","ITXX0042","Milan"
